	H1650	H23	CAL-12T	H358	H1975	HCC15	H1355	HCC827	H2405	HCC78	H1666	H661	H838	H1703	CALU-3	H2342	H2228	H1299	H1792	H460	H2106	H441	H1944	H1437	H1734	LOU-NH91	HCC44	A549	H1781
ZNF836	1.846419234	-1.112216259	-0.025447222	2.120154643	3.406228616	-0.073946893	1.242284214	-0.448831908	-0.926304889	1.154053331	-0.051019587	-0.255089088	-0.307011777	0.155482907	-0.678021982	-0.308158545	-1.203271996	-0.461407177	0.958844491	-0.26066273	1.632228203	-0.282721027	-0.749032894	-0.480718992	-0.931200842	0.815001667	-0.747679822	-0.915155301	0.176810499
ZNF600	0.942547313	-0.418463481	0.181368474	-0.205895342	1.615302577	-0.03130843	0.825884473	0.83841366	-0.283706122	1.374131682	-0.616353769	0.936183426	-0.561881451	0.764373215	0.846682714	1.74105127	0.054761579	-0.166287532	-0.174211339	-0.253788346	0.09649279	0.683157695	0.643589883	-0.282431801	1.02744054	0.842708881	-2.361725368	-2.432652288	0.176593279
ZNF320	0.489887516	-0.809445983	-0.326463474	0.953409695	1.362977002	-0.386847699	0.770407652	0.147769874	0.129745897	1.190761958	-1.032109316	0.441828976	0.287098265	0.81454512	-0.791752566	0.827059275	0.075870535	-0.040120626	-0.285720687	-0.083301015	0.925643406	0.23310879	0.275289401	-1.170205285	0.671434065	0.490739315	-2.123392583	-1.841103325	0.349484254
ZNF780B	0.30549264	-0.921156119	-1.121302789	-0.679056687	-1.343878636	-0.777445278	0.596560654	-0.545362034	-0.047114071	-0.105023896	-1.300506749	2.251154514	2.281796666	0.054372155	0.846803226	0.930030361	-0.193954971	-0.214074638	-0.457655548	-1.084487813	-0.156803295	-0.2955659	0.491039021	-1.341985637	-0.528821358	-0.287679649	-0.217434151	-0.56608776	-0.379264415
ZNF540	-0.260077216	-0.097584421	-0.575397405	0.093512608	-0.406426585	-0.028997163	0.93799586	-0.223842526	-0.392268816	-0.529849382	-0.411209996	1.717349149	-0.26843997	-0.339238205	0.197327644	1.362372184	-0.55421004	0.45528211	0.646012989	-0.16873707	1.667794609	0.032879707	-0.590153687	-0.221227845	-0.395510175	4.817403075	-0.426743172	0.060613162	-0.059979019
DDIT3	-0.39682577	0.366579157	-1.951279318	-1.084521213	0.206377241	-1.258016319	1.08605389	-0.191028027	0.155295934	-0.370656521	-1.360747662	-0.383441814	-0.667635295	0.431331198	1.73485852	-0.408420498	-0.246953667	0.451812193	2.655716347	-0.715366992	-0.576466816	0.866850949	-0.175915677	-0.801227656	-0.171847673	0.775577223	-0.12975595	-0.86341221	0.056579488
ZNF366	-0.359524095	-0.574101629	-0.3568028	-0.593356192	-1.492716163	0.447511117	2.120223268	-1.17215135	-1.145243534	-1.524232121	0.374247878	-0.277461794	0.320594154	0.643213949	-0.783927795	0.523726058	-0.230539694	0.348573051	-0.569873347	-1.132994593	0.036975435	1.194578204	-1.213363089	-0.397105365	0.492839049	-0.889865256	0.381851313	-0.042490115	1.551155028
ZNF92	-1.036204348	-0.699523539	-0.502558771	0.471113591	1.429639636	-0.043187517	-0.604137567	-0.189764569	-0.614104332	-0.137152491	-1.093904762	1.26608974	0.693022196	0.624920916	-1.303615647	2.155352869	0.648183294	-0.140836315	0.490569059	-0.255932721	0.07218144	0.632016013	-0.363448276	-1.062043864	0.072005601	-0.251364208	-0.425874358	-0.25832303	1.064644379
ZNF467	1.68198799	0.195158322	-0.680442348	-0.702505516	0.779098592	-0.050835991	0.303579085	-1.082429867	1.689437635	-0.542724035	-0.4264889	1.50881689	-0.295407117	2.40972661	-0.702614558	0.00384769	0.601585547	1.365493249	-0.452817871	0.05852667	2.266753596	0.813372597	-0.374144925	1.13414348	0.399861393	0.175652943	-0.817254482	-0.082832332	2.106887514
ARX	-0.422080864	-0.386727556	-0.119629584	-0.264511234	-0.395785163	-0.33620152	-0.187948627	-0.357566937	-0.280097376	-0.112333037	-0.266933756	0.501818068	-0.353710677	-0.285250136	-0.234036214	3.546759494	1.741994214	-0.012808467	-0.484879761	0.210032875	-0.746324613	-0.447429548	1.65444587	0.383170746	-0.417633039	-0.19329403	-0.669288072	0.528000399	0.53841929
GSX2	0.533460801	0.586312425	0.677828893	-0.571004832	1.310052283	0.429249444	0.126720175	-0.699659719	-0.954728203	1.078249702	0.302148611	-1.412179313	-0.463488522	-0.454046786	-0.193366443	0.294775491	-0.192009236	0.612883281	0.243515909	0.6819385	-0.951330007	-0.230984892	-2.284666239	0.221880034	-0.510831891	0.234043091	2.37339076	1.289331573	0.609882232
ZNF384	0.168826224	2.628082237	-1.315287517	-1.569424641	-1.462253028	0.199695692	-0.155246543	0.618819317	0.04722867	-0.362550012	-0.779209395	-1.410488713	-0.452718142	1.95069481	0.058928913	-0.962783377	-0.361386524	1.864542238	-1.487886801	-1.691052698	0.919870711	-0.207860597	0.867193472	-0.420639431	-0.831239527	-1.281019095	-0.764868427	0.398595467	-1.216321326
ZNF675	-0.129759667	-0.973442031	0.55285158	0.386685677	3.037184909	-0.975274332	-0.870088386	-0.02292366	-1.015120434	0.152605795	-1.518011704	3.078275985	-1.439364406	1.270034875	-0.969102945	1.365467038	0.330961946	-0.414383316	0.113977925	-0.085972632	-0.018949053	0.00394084	-1.302445984	-1.242778349	0.49236882	1.322609029	-1.408018198	0.026063147	2.500253453
DLX1	0.287246373	1.334016659	-0.13727398	-0.91885792	-0.803206546	-0.173176986	0.136497143	-0.336994867	-0.335010748	-1.07250948	-0.883369252	2.365649871	1.046017524	0.149551415	-0.849404618	-0.934728909	0.777338711	0.622617322	0.989447922	0.782744062	-0.723637245	-0.942634014	-1.034261607	-0.079817537	-0.779840216	1.30086371	-0.374953226	-0.482849154	-0.766648049
DLX2	1.118363819	1.909966692	-0.000366597	-0.509452429	-0.514485585	-0.720682995	0.020412178	-0.35533052	0.333370249	-0.7496539	-0.583137355	2.610385054	1.006977397	-0.187656908	-0.401320152	-1.166151881	-0.30745502	1.708986099	0.711437097	0.313429638	-0.527575629	-0.806395233	-0.903980342	-0.187070027	-0.903215643	1.098754633	-0.599597584	-0.80192308	-0.806257487
DLX3	2.276885275	0.299961143	-0.404518966	0.176431299	0.49832237	-0.65089949	-0.143483248	-0.287132791	-0.483694729	-0.368243958	-0.152193277	0.119475113	-0.502256179	-0.608078136	-0.371761715	1.250699838	-0.330589354	-0.269368189	-0.555191261	-0.392587517	4.091558715	-0.374006217	-0.505841994	0.82297405	-0.921114554	-0.029036335	-0.42418069	-0.172562522	-0.389188862
DLX4	0.423515938	0.588997647	0.327929889	0.257408405	0.107052644	-0.165365788	1.904055905	-0.390332349	-0.833593786	-0.722059407	-0.624406108	1.131771779	-0.173973684	0.211040993	-0.456400771	0.981687133	-0.694954703	-0.396671917	-1.248844543	-0.591637363	5.465779429	0.017137413	-0.523363873	0.31707174	0.5400682	-0.305141294	-0.013123519	0.678004643	0.796359819
DR1	-0.188148027	1.217042826	0.370616873	1.183616482	-0.896860247	0.85112286	0.545129777	1.632569362	-0.167952771	-1.277005467	-0.145427228	0.861831834	3.045751913	0.76051193	-0.367977054	0.665482297	-0.757034742	0.880007064	-0.473779047	-0.379855341	0.202302495	-1.130797948	0.054188379	0.104378771	0.669117009	-0.455191804	0.442326964	-0.468392867	0.434937439
E2F1	2.805339477	0.377702301	-0.341081127	-0.070285418	-0.177742071	-0.067202054	0.248311936	-0.182088251	0.436874048	0.190460046	-1.007094036	0.850841776	0.711941467	0.924653955	0.533977824	0.783844369	-0.411649911	0.814267631	0.495198108	-0.121911955	2.345433432	0.661975447	-0.171916003	1.205144989	0.297791526	0.425808163	-0.871861758	0.276266605	-0.008298081
E2F3	-0.845126367	0.966894661	-1.058191733	0.337065149	-1.429247382	0.725535165	0.056975111	-1.071436033	-0.880804856	-1.041413478	-0.20311756	-0.195872952	0.75886518	1.262607993	2.182380852	-0.01606371	-0.820538071	0.54345134	-0.192398432	-0.446714692	-0.391784179	0.247848846	0.674535373	-1.132872236	0.308069047	-0.41661182	0.573181541	-0.739252284	0.998706682
E4F1	-0.546304244	0.914038393	-0.746323106	0.885029601	0.025695496	2.596843403	0.662545593	-0.059792821	0.311308884	0.249243559	-0.078568191	-0.281008222	-0.166339998	-0.198863519	-0.62254452	-0.035343142	0.517011888	-0.064812174	0.107732024	0.51413048	2.115233323	-0.015651229	-0.144645851	0.774234067	-0.156686791	-0.007298097	-0.799346907	-0.184723969	-0.498880011
EBF1	-0.696250188	-0.518134856	-0.681768081	-0.552777169	-0.718773603	-0.678730361	-0.615753765	-0.6332639	-0.68327943	-0.675656784	-0.641212657	-0.691918203	-0.470419543	-0.69680065	-0.654638903	-0.71918548	-0.663095481	-0.601807099	0.214698915	0.585093328	2.301842528	-0.697235302	-0.714784203	-0.63279339	-0.687341998	-0.405599188	-0.727784034	-0.240030138	-0.683849759
NR0B1	-0.463248284	0.119524407	-0.35704926	-0.474162873	-0.439801996	3.197788408	-0.015058801	-0.455982111	0.440954126	-0.486966295	-0.42535802	-0.423739708	0.744207893	0.681301723	-0.508589877	-0.398604772	-0.452358943	1.128550396	2.756692566	3.836530529	0.499602309	-0.46825892	3.382447313	3.68204545	-0.569383586	-0.390685143	-0.215375417	2.959271332	-0.342043804
EGR4	0.060900004	4.563457684	-0.25606997	-0.22154095	0.126707026	0.244344233	-0.62918696	-0.890929111	0.376347384	-0.945054463	0.525851893	-1.295030864	-0.65210762	0.131568044	-0.504184916	-0.558112895	0.016679963	0.860658758	0.332034296	-0.602476736	-0.683783188	-0.11046499	-1.049039089	-0.154794995	-0.964938397	0.196997238	0.782033761	0.321889317	-0.563780323
AHR	0.932544536	0.384507625	-0.27683296	0.341374725	1.087162564	0.361678235	0.99595902	0.335485391	0.88771456	0.626956972	0.996318607	-1.632820218	0.694550559	-0.927702985	1.180510474	0.103287343	1.127002173	-0.618874314	0.390774086	0.545817479	-2.365537069	0.398549059	0.248218448	0.969064543	0.600759743	0.427153767	1.126427711	-0.03550798	1.019494428
ELF1	-0.843336589	-1.093234693	0.773166662	0.525146081	-0.33534378	-0.63993964	-1.297559593	-0.134516264	0.087368531	0.327996135	0.033558184	-0.910858087	-0.78508469	-1.264275882	0.13389221	0.893994891	0.220892571	-1.761105351	-1.037772954	-0.180220103	-3.31312862	0.761869083	0.104748243	-0.22423381	0.480292714	-1.125600363	0.231811762	-0.125757488	0.268882954
ELF2	-0.591397474	-1.91595678	0.046858729	-0.241666787	-1.336248482	-0.480934826	0.129750236	-0.472850973	0.514069409	0.371241335	-1.044935638	-0.805971744	1.391711707	0.246411839	-0.506232883	-0.383780521	-0.215760439	-0.417822746	-0.587841779	-1.445820706	1.862318006	1.034337377	0.786395204	-0.668826378	0.424242596	-2.517275378	-1.703259405	-1.063498485	0.961934869
ELF3	1.185132631	-0.75810201	0.266979034	0.521554682	-0.082559496	-0.440054844	1.507741468	0.981558996	0.614620007	2.301216718	1.130366726	-0.935342405	-0.768568986	-0.891550029	1.762983011	1.170477034	0.093259212	-0.773808395	-0.755350687	-0.916649992	-1.053012444	1.899421365	0.943409765	1.090992293	0.191408373	-0.855832901	-0.364596153	1.144786541	2.065539656
ELF5	-0.213827962	-0.24842321	2.988010678	-0.524066163	-0.33097163	-0.348978218	-0.366886389	-0.336497538	-0.128450976	-0.285469152	-0.263713014	-0.221150884	-0.351848094	-0.272623967	-0.294875833	0.856398817	-0.239636189	-0.124764608	-0.236474709	-0.24404671	-0.305569219	-0.364276527	-0.109226939	1.619953477	-0.424854966	-0.506562593	-0.163835987	-0.354856482	0.412230239
ELK3	-0.111874787	1.387285485	1.640665803	0.138430996	0.506962676	0.937905431	-0.497664492	0.829237596	1.656356831	1.319449999	-0.313487221	0.2421439	-0.521269784	1.255355487	-0.407930688	-0.928402856	1.033214772	2.573824282	1.648607319	-0.392673216	-1.272323393	1.754507825	-0.347812507	-0.241804232	-0.261609092	1.69740472	-0.165755947	0.937118836	0.354789306
ELK4	-0.303658387	-0.370233024	-1.120683832	-0.534664071	-1.343156456	-0.200695764	-0.011378153	0.604338334	-0.006402936	1.625934529	0.553632517	-0.635855632	-0.547734822	1.472292288	2.433145776	-0.320499195	0.775599497	-0.319624144	-0.482373206	0.515892655	-1.242606773	-0.04653216	0.621325857	0.759940271	-1.619387096	-0.817847964	0.918028506	-0.572144562	0.712121599
EP300	0.279000345	0.419118425	-0.91650982	0.663716258	0.207238964	-3.47491878	0.285920553	-1.334485082	-0.990178684	-0.206132201	-0.029447696	0.459380701	-0.334891412	1.315886707	-0.17804605	0.958715968	-1.648933505	-1.657006805	-1.256495018	-0.492701268	0.088619355	-0.881938559	-0.572633557	0.386426522	-0.197135765	-4.005617496	-0.756597266	-1.075499239	1.027499493
EPAS1	1.390489452	0.761945566	0.907579513	0.559093261	1.032759774	0.041106418	-0.337476836	0.693402006	-7.95E-05	-0.061681656	1.740948419	-1.898261142	0.290859086	0.058857111	-0.888027911	0.748926182	0.8404361	-1.332485946	0.001962727	0.157972407	-2.401263904	0.65831441	1.111828757	1.423726225	1.047809077	0.988012824	0.888847809	0.90803714	0.993113014
ZNF449	-0.126829779	1.254047507	-0.626462824	-0.80408786	-0.161183397	0.167839327	-0.157863325	1.973858445	-0.502477008	0.633551702	-0.357816754	-0.258341091	-0.591853816	2.292390716	0.488655516	1.124024755	-0.615763195	-0.328836057	-1.291520555	0.32020993	-0.675570693	1.774554437	-0.950983386	0.78257791	-1.017246173	1.655442923	-0.771230099	-0.293772212	0.206578358
NR2F6	1.531625081	0.942978074	0.401851524	1.765643539	0.748825944	0.088998408	0.958531611	0.29968111	-1.213488361	0.062889614	0.761560113	0.656747479	-0.214768412	2.251174438	-0.988748336	1.425910357	0.635418938	1.008713366	0.386273459	0.742370967	-0.531071813	1.652713468	-0.655237114	0.341733165	0.459602922	0.12022676	-0.25141611	0.917913087	2.474399173
ERF	0.875000867	1.24764588	-0.885554743	0.078775668	-1.709200916	-0.587500608	0.888222313	-0.938532094	0.434612935	-0.305890734	-0.457045303	-0.169768103	0.49227953	1.397920869	0.571548553	-0.48199402	0.246704687	1.846938118	0.513922191	0.21382449	1.329306695	-0.663681389	0.190410182	-0.6534039	-0.224181362	0.325521434	0.474739262	2.076730466	0.546855108
ESRRG	-0.479316997	-0.62507254	-0.417499228	-0.21370487	-0.545962285	-0.269800288	-0.316875468	-0.655788309	-0.353746474	0.080165672	-0.463284163	0.462929994	-0.595956001	-0.380511204	-0.144212174	-0.480034395	-0.476984309	-0.444949233	-0.482142992	-0.486523857	3.535879719	-0.297081269	0.715079833	0.65418749	-0.442348859	-0.469595423	-0.489478341	-0.438730515	-0.104077698
ETS1	0.240447817	0.659294532	0.97935417	0.814583459	0.691984955	-0.236571193	0.343477277	1.606431451	0.057599556	1.138672888	-0.488704287	1.135612534	-0.294987025	2.22265386	-0.096941942	-1.653392095	0.363125033	0.839624006	0.346128597	-0.595016782	-1.82748111	1.095672523	-1.243832737	-0.82379794	-0.039578296	0.668559689	0.606734344	0.257033874	-0.10392512
ETS2	0.339896551	-1.539902285	0.650077694	-0.316288966	0.102219337	-0.622430532	-0.77826967	-0.233502934	-0.519031618	-0.250164234	0.478634423	-2.282935252	-0.119079902	-1.677558027	0.169577846	-0.412257757	-0.419964341	-1.075413461	-0.115103357	-0.856680379	-0.440841828	-0.361225425	0.11797387	1.528585918	0.640805329	0.282541188	0.581894171	0.504531268	-0.278512409
ETV1	0.08847983	-0.04374807	-0.928144693	1.355472153	0.345476754	0.836482786	-0.593865742	-0.707950778	0.499425577	-0.657371433	-0.766449615	2.559640398	0.096340227	-0.649423609	0.602247822	-0.849821629	1.061186512	0.938026806	0.990017946	1.593893932	0.018914105	-0.456983127	-0.605627195	-0.809672083	0.613517089	-0.824669169	0.466854716	-0.669999877	0.509584998
ETV3	-0.023303484	1.62699131	-0.14174697	-0.298680871	-0.365108828	0.346244502	-0.093529449	-0.371612372	1.232580605	0.198853064	0.748959022	0.361764789	1.463879556	-0.778783974	0.592289264	1.442142948	-0.322438296	0.289405169	-0.586585786	-0.453911951	-1.499687461	0.464195606	-0.548536464	-0.507158435	0.72781994	-0.905759515	1.195595545	-0.375697603	2.595285916
ETV5	-0.841351475	0.021918891	-1.400215394	0.242687282	-0.394445824	0.139229853	0.031731521	-0.759934913	2.143529106	0.356929437	-1.291001643	-0.585420453	0.232610444	0.22891925	1.326528076	-1.568320332	0.942982022	1.084898891	0.325367107	-0.041501558	-0.297531946	0.703914797	0.217955818	0.737338901	0.032175974	-0.566307431	0.479065449	0.136972925	-0.12395415
GSX1	0.124451327	1.087450981	0.567001068	-0.416208438	-0.549721383	2.190111648	0.260189841	-0.099543389	-0.035583414	-1.128162943	0.477164237	-0.409262127	0.365124588	-0.35912605	0.108237983	-0.203701037	-1.353389386	0.491839242	0.165478963	0.321311027	0.743545189	-1.495587863	-0.781550522	-0.575318061	-1.371384242	-0.46130659	-0.593709395	0.933992504	0.021393247
ATOH7	-0.485632174	0.994482717	0.173513438	-0.416887543	-0.102899076	0.091534106	-0.093475403	0.082827427	-0.412640382	-0.464049292	-0.498709319	0.517992408	0.992813537	-0.05053798	-0.349953663	-0.699828353	-0.422765065	-0.16139572	-0.300378339	0.055821423	4.089868106	0.01314431	-0.393973427	0.288227874	-0.122550185	-0.071323949	-0.374230981	0.071446864	-0.479651898
RFX6	-0.30725826	-0.027550392	0.13727106	-0.37326936	-0.440393385	0.183491643	-0.391908951	-0.176846271	-0.245162483	-0.085598379	-0.198365352	-0.196818115	-0.145430304	-0.317470024	-0.324872874	0.197763139	-0.292722919	-0.351824113	-0.470334863	0.038005766	-0.434954711	0.025083895	-0.08215537	3.066058148	-0.376449611	-0.112150051	-0.279208211	-0.242031093	-0.221394752
MTF2	-0.435632959	0.6202792	-1.182943572	0.862577788	-1.222966247	-0.084849824	0.471134089	1.058108754	-0.141431022	-0.72697527	-0.486877882	0.828123348	2.312914083	0.024533567	0.030639417	0.04105464	-1.388739953	0.483995759	-0.847036046	-1.050184223	0.579297276	-0.745708414	-0.293766784	0.093194781	-0.261942427	-1.387047374	-0.459381019	-1.068326595	0.280000688
ZFP30	0.851451769	0.516218409	-0.335639915	0.749432886	0.191177121	0.500029896	1.10087569	-0.11400186	0.050434715	0.405639369	-0.234053371	1.991245338	0.650568124	0.865653257	0.103377048	0.907033605	0.478912436	1.594305227	-1.954826096	0.388353048	1.077317936	0.121133961	0.792294299	-0.46126852	0.455709069	2.052212999	-1.860416802	0.555262396	0.445278814
FOXJ3	0.096303686	0.596991441	-0.651232866	0.394196675	-1.312194415	-0.68520824	0.955065433	2.120599608	1.05039492	-0.216533841	0.077470546	-0.917504157	-0.130425096	0.598106733	-0.386296942	-0.537448842	-1.210398847	-0.513636053	-1.166270213	-1.447098115	0.767526667	0.269101202	-0.06176377	-1.01090333	-1.297971645	-1.015122043	-0.539968507	-1.31673205	-0.074007736
ZBTB1	-0.458873036	0.352537887	-0.340724334	0.080074251	1.284235293	-0.997862885	2.478309102	0.250862678	0.289418196	-0.179123531	0.146444144	0.102225924	0.938812368	-0.669265557	-0.858717494	-0.665082857	1.468481103	-0.923046337	0.380795296	-2.175006625	0.379473934	1.494730351	1.433914821	0.063788419	-1.632006259	-2.199249648	1.290232689	-0.869423813	0.202194777
FOXG1	-0.577695881	-0.311619509	-0.528580471	-0.460039414	-0.445306472	-0.520046874	1.07370599	-0.529488086	-0.447248095	-0.496897989	-0.646017766	3.327854215	-0.427509825	-0.558886739	-0.574873535	-0.555661681	-0.581158936	1.986374581	2.695672903	-0.477928839	0.759565025	-0.524742269	-0.528442648	-0.597460371	-0.578601479	-0.474940433	-0.466726182	-0.537820662	0.612583858
FOXF1	0.102771776	-0.150505774	-0.381585762	-0.355575974	-0.489247113	-0.361205409	-0.366484113	-0.452139155	-0.228130637	-0.541771403	-0.721591937	-0.520026005	-0.406542132	-0.587509573	-0.395989614	-0.514569491	0.419131633	-0.380959455	-0.197266201	0.730127853	-0.431782021	-0.542943973	-0.680764628	-0.60025814	-0.70621349	2.177109702	1.734443472	-0.347320324	-0.612992653
FOXL1	-0.588590997	-0.071824401	-0.283526007	-0.507449967	0.073407531	-0.661773337	-0.605822365	0.001133655	0.826997826	0.031047274	1.022066155	-0.589710153	0.117099901	-1.033844924	1.373714288	-0.079064929	-0.663042016	-0.622997096	4.409466288	0.165839797	-0.555043522	-0.756067842	0.181768504	-0.098178924	-0.848844463	-0.660892059	3.236539348	-0.431657775	-1.155431867
FOXE3	-0.598278064	0.777814181	-0.364080302	-0.738474674	0.693876986	-0.340173658	-0.820976331	-0.149668658	0.539909844	-0.226105357	-1.173552806	11.98507792	5.472292905	-0.59210677	-0.761090094	0.146321797	-1.273508782	-0.63490327	-0.513304091	-0.580098381	0.3288288	1.351634397	1.076968136	-0.514462396	-1.3305961	-0.072548369	0.114728569	-0.210181519	-0.335859448
